Presentation Title,Description or Abstract,Org_1_id,Org_2_id,Org_3_id,Org_4_id,Org_5_id,Org_6_id,Org_7_id,Topic_1,Topic_2,Topic_3,Academic_Discipline_1,Academic_Discipline_2,OfficeDepartment1,OfficeDepartment2,Tags,PresentationDate,ConferenceName,PresType,Author1_Name,Author1_Org_ID,PositionTitle_1,Author2_Name,Author2_Org_ID,PositionTitle_2,Author3_Name,Author3_Org_ID,PositionTitle_3,Author4_Name,Author4_Org_ID,PositionTitle_4,Author5_Name,Author5_Org_ID,PositionTitle_5,Author6_Name,Author6_Org_ID,PositionTitle_6,Author7_Name,Author7_Org_ID,PositionTitle_7,Author8_Name,Author8_Org_ID,PositionTitle_8,File1_URL,File2_URL,File3_URL,File4_URL
@IUSBees Raising Awareness to Rise to the Challenge,"Student Summit Case Study: @IUSBees raising awareness to rise to the Challenge. How can higher education institutions align their teaching and research activities around the SDGs?Align them in the balance of nature. How can higher education most effectively collaborate with other sectors to support the SDGs?Trying to focus on the positive in a toxic environment. How can advocates leverage the SDGs to advance sustainability on their campuses and communities? Using social media to connect campus and community. Goals we are rising to meet of the global challenge set by the SDGs? Goals 2, 11, 15, 17. This 30-minute session provide students an opportunity to share their ideas and initiatives using social media to connect campus with other parts of the community. @IUSBees uses Twitter to connect Campus and Community participants in learning about the world of bees and their importance to sustainability. Participants learn how Bees are helping to meet the Sustainable Development Goals #2 Zero Hunger, and #17 Partnerships for the Goals. One of the challenges in meeting Sustainable Development Goal #2 Zero Hunger is food production, as primary pollinators Bees are vital to global food production. One of the challenges in meeting Sustainable Development Goal #17 Partnerships for the Goals is bringing communities together. Housing Honey Bees on the IUSB campus will create a partnership between the local community and the IUSB campus community. Our participants will take a journey into the world of Bees where they will learn how Bees are helping to meet Sustainable Development Goals #2 Zero Hunger, and #17 Partnerships for the Goals, Participants will learn why Bees are important as primary pollinators to food production, how Bees stay warm in the winter, and how Bees add to campus culture through partnerships between the Beekeeper, Bees, Students, and local Community.",6354,,,,,,,Public Engagement,Campus Engagement,,,,,,"bees,social media,pollinators",10/3/2018,AASHE,Poster,Daniel Clay,6354,Project Developer, ,,, ,,, ,,, ,,, ,,, ,,, ,,,,,,
Using the UN SDGs to frame community resilience assessment and planning for students and partners,"After Allegheny signed Second Nature's Resilience Commitment (Climate Commitment signed in 2007), the sustainability coordinator cultivated collaborative partnerships in the community and explored ways to support existing work while developing a unique resilience assessment and planning process that cultivates a community-based understanding of our vision for the future. An existing process, My Meadville, funded by the Orton Foundation, allowed Allegheny to partner with individuals working out of the Meadville Redevelopment Authority to interview over 700 citizens, gather stories, and transform them (through transcription and coding) to establish eight community themes and value statements that resonate with citizens. In parallel to this work, the sustainability coordinator and a professor of Environmental Science and Sustainability integrated the community resilience assessment work into the curriculum of a junior seminar. A team of nine students approached resilience through the lens of the United Nations Sustainable Development Goals to understand local resilience within the global context while challenging first-world assumptions about where and who issues of poverty, hunger, inequality, etc. are experienced. Students gathered data from a community health needs assessment, a municipal Sustainable Community certification, System of Care data, as well as many other sources to develop an assessment of Meadville's strengths, weaknesses, opportunities, and threats as we develop a vision for a resilient future. We'll discuss lessons learned as we developed the resilience assessment, a community network map, and a method for sharing resources and research with community partners. We'll emphasize the benefits of a collaborative and integrative grassroots effort that focused on the quality and inclusiveness of the process in order to ensure robust outcomes that inspire community ownership.",3887,,,,,,,Public Engagement,Coordination & Planning,Curriculum,,,,,"resilience,Sustainable Development Goals (SDGs),community partnerships",10/3/2018,AASHE,Poster,kelly boulton,3887,Sustainability Coordinator, ,,, ,,, ,,, ,,, ,,, ,,, ,,,,,,
"Educating, Engaging and Empowering Sustainable Businesses Through a Smart Business Challenge","A vital facet in ensuring a sustainable community is sustainable awareness and commitment of its businesses. As part of the Town Gown Collaboration with the Iowa State University Office of Sustainability and the City of Ames Electric Services Department and Chamber of Commerce, a unique approach has been implemented toward engaging and empowering community businesses in sustainability. The City of Ames Smart Business Challenge both celebrates dedication to and accomplishment in environmental, economic and social sustainability as well as offers connection to expertise and resources toward increased and collaborative commitment. This session will describe the process of creating a model specifically for the community of Ames, Iowa, that is also easily transferable to any size community. Time will be spent on lessons learned and adjustments made to ensure the most effective and relevant program was offered to community businesses that also supported an overarching sustainable vision for the collective Ames community.",3118,,,,,,,Public Engagement,Coordination & Planning,,,,,,"small businesses,community partnerships",10/3/2018,AASHE,Presentation,Merry Rankin,3118,Director of Sustainability,Taylor Silvestrini,3118,Smart Business Challenge Coordinator,Scott Nemec,3118,Student, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/8510/0830_Nemec_0908.pdf,,,
Repairing our Foodshed,"Wells College has acted to address gaps within its local foodshed. Responding to area 'food desert' conditions, the college initiated the Aurora Farmers Market to provide community residents access to fresh, locally-grown, seasonal produce during summer months and offering small area gardeners and growers with a retail opportunity for their bounty. The 4-year-old Aurora Farmers Market is run by a paid student market manager, supported by Wells student interns. The College is also in its fourth year of offering a free community Seed Exchange program, operated out of the institution's Library - hundreds of area gardeners and small produce growers have utilized the exchange to obtain free seed, much of it organic and GMO-free. The College's Introduction to Gardening class offers students in the college's Sustainable Food Systems program with hands-on learning opportunities. This team-taught course - so far including faculty from Biology, Chemistry, Anthropology, English, Japanese, Sociology, Women's and Gender Studies, and other disciplines - has developed on-campus gardens that supply enhanced learning and tasty produce to the campus community.",4581,,,,,,,Public Engagement,Grounds,Food & Dining,,,,,"farmer's markets,seeds,gardens",10/3/2018,AASHE,Poster,Marian Brown,4581,"Director, Center for Sustainability and the Environment", ,,, ,,, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/9200/1430_Brown_0529.pdf,,,
What Does a Tree Have to Do with Interior Design?,"On the McConnell Springs site of Lexington, Kentucky, there exists an historically significant tree - one of only a few old Bur Oaks that remain since the early days of settlement. Its large, impressive form encourages visitors as they walk by and encourages visitors to explore. However, a massive branch is growing out and over the pedestrian trail. Over time, the tree will be unable to support the growing branches because the core of the tree is hollow, making a more typical cable system would not provide an effective solution. One design faculty assigned first year students the task of designing a tree crutch for the Bur Oak, taking into consideration how surrounding elements interact with the tree crutch and the overall space as well how users interacted with it. By allowing students to become intimately familiar with the design process, many practical, yet design conscious structures were created that would not only complement the Bur Oak but also act as support for the overhanging limb. If the limb were to fall, it would be upheld by the tree crutch, thus keeping visitors and the surrounding trees safe. As the project continued to develop, the faculty member and a select group of students connected with community members, stakeholders and specialists, through a collaborative process - a Community Design Event. The process began by creating informational material to hang in the Community Room at McConnell Springs to gather ideas, which was followed by an open-invitation charrette. The results from the charrette, including the designs created by the students will be implemented into building the tree crutch, with construction scheduled to begin Spring 2018. A project focusing on bringing the study of interiors to the outdoors transcends the traditional ideas and boundaries, prioritizes sustainability, and challenges students to think of the outdoors as a space that can be preserved and renewed through theories of human interaction and experience of space.",1600,,,,,,,Public Engagement,Curriculum,,Design,,,,trees,10/3/2018,AASHE,Poster,Emily Andreasson,1600,Student,Alexa King,1600,Student, ,,, ,,, ,,, ,,, ,,, ,,,,,,
Blending Sustainability & Community Engagement in STEM: Models from 4 Diverse Universities,"From diverse institutional perspectives, this interactive session explores community engagement through course-based sustainability projects done in collaboration with community partners. We will outline important opportunities and challenges of this work in STEM settings; describe salient connections in our programs to the UN Sustainable Development Goals; discuss how to navigate obstacles common to community-based or experiential learning programs; and share key examples and best practices that can inform the work of practitioners at the intersections of STEM, community engagement, and sustainability. Addressing Virginia Tech's Civic Agriculture and Food Systems Minor, a faculty member in Sustainable Food Systems and a Community Partner Liaison will discuss high impact project-based learning opportunities such as Community Action Projects (CAPstones) and strategic actions that support the Minor, such as the forming of an Advisory Task Force including partners, faculty, and students. Offering a perspective from Villanova, leadership from the Engineering Service Program will unfold that program's particular combination of deep community relationships, multiple forms of expertise, and project implementation processes that fuel international engineering service-learning opportunities with local partners in Cambodia, Costa Rica, Ghana and other partner communities abroad.",1109,400,1334,1718,,,,Public Engagement,Curriculum,,,,,,"STEM,service learning",10/4/2018,AASHE,Presentation,Ruthie Yow,1109,Service Learning and Partnerships Specialist,Jennifer Hirsch,1109,"Director, Center for Serve-Learn-Sustain",Susan Clark,400,Associate Professor,Jonelle Bradshaw de Hernandez,1334,"Senior Director, Corporate and Foundation Relations",Jordan Ermilio,1718,"Director, Engineering Service Learning Program", ,,, ,,, ,,,,,,
A University-Community Research Collaboration to Promote Sustainable Agriculture for Food Security,"Many counties of Western North Carolina have high levels of food insecurity that may be addressed by training communities to grow, prepare, and preserve their own food. Through the McCullough Fellows program, the University of North Carolina Asheville develops partnerships between faculty and students with area organizations to address locally identified needs. In collaboration with a Section 8 housing development in Polk County, NC and the local organization Groundswell International, a faculty-student team from UNCA developed and tested a sustainable agriculture curriculum in the summer of 2016. Research for the program development investigated successful community agriculture projects and assessed participant learning. Weekly classes were conducted and evaluated, and an overall assessment of the program included pre- and post-surveys. Challenges included frustration over constraints enforced by the housing rules, poor soil, and unbearable Polk County heat. This program specifically addresses the second Sustainable Development Goal: to end hunger, achieve food security and improved nutrition, and promote sustainable agriculture. The final 'Grow Food Where People Live' 13-lesson curriculum is open access and, with some modifications based on region, can be applied to any community struggling with food security challenges.",4237,,,,,,,Public Engagement,Food & Dining,Curriculum,,,,,"food security,sustainable agriculture",10/3/2018,AASHE,Poster,Alison Ormsby,4237,"Faculty, Environmental Studies", ,,, ,,, ,,, ,,, ,,, ,,, ,,,,,,
"SDG2: Global Challenge, Local Solutions Powered by Penn State University Food Security Initiatives","With the mission of creating hunger-free and healthy communities through engaged scholarship, several Penn State campuses have joined forces to begin the efforts in their regions. They have partnered with non-profit organizations to offer meaningful service learning opportunities but also to enhance the operations of the partners in the area of Zero Hunger. The student-driven projects include creating food pantries on the campuses, gleaning food for regional food pantries, Waste Not programs, community tables with homeless populations, community-based activities and United Nations exercises. A much bigger project that several campuses have started and are growing is student farms. In these farms, best practices are shared with our communities. The gardens are tasked with running sustainably through Community Supported Agriculture, selling back to campus or other venues. A portion of the community gardens goes directly to support the underserved in our communities. The goal of these projects is twofold; to increase meaningful engaged scholarship opportunities for our students while increasing community engagement which will build capacity and increase town/gown relations. The connecting element of all of these projects is the educational opportunities for our college-level students to create a change in culture for future generations. The end result will be Zero Hunger, UN Sustainable Development Goal 2.",4190,,,,,,,Public Engagement,Food & Dining,Wellbeing & Work,,,,,"food security,hunger,community supported agriculture",10/4/2018,AASHE,Presentation,Angela Fishman,4190,Associate Teaching Professor,Leslie Pillen,4190,"Associate Directcor, Farm and Food Systems", ,,, ,,, ,,, ,,, ,,, ,,,,,,
"Intersections of Food Waste, Hunger, and Spectrums of Homelessness, Abuse, and Addiction","Homeless adults have disproportionate rates of chronic diet-related diseases, food security, rates of obesity, as well as co-morbidities such as diabetes. The outlook is even worse for children and youth. Yet, most have access to a preponderance of energy-dense, nutrient-deficient foods at shelters and pantries. University of Utah's Center for Community Nutrition has implemented a longitudinal study assessing the efficacy of nutrition education, healthy food access, and food environment improvements for individuals, families, and youth across spectrums of homelessness, abuse, and addiction. One commonality is that our clients face chronic stress. Continual activation of stress hormones alters physiological processes, and is shown to be a correlate to obesity, heart disease, addiction, depression, and more. To compound these effects, a key stress hormone, cortisol, is increased during caloric restriction, which then cyclically increases stress levels. We are working with shelters to improve existing, or start new, on-site vegetable gardens. Through our campus Food Recovery Network, we work with our Dining Services, restaurants, and grocers to decrease healthy foods from entering landfills through diverting food waste to our shelter sites. And, we photographically document shelter pantries and food storage to measure shelters' food environment changes. Our aim is to increase access to healthy foods, decrease hunger, decrease food waste, and improve the food environment.",3994,6643,,,,,,Public Engagement,Food & Dining,Wellbeing & Work,,,,,"food waste,hunger,wellness,food recovery,food banks & pantries",10/4/2018,AASHE,Presentation,Shannon Jones,3994,Associate Instructor/Project Lead,Jennifer Nielsen,6643,Chartwells, ,,, ,,, ,,, ,,, ,,, ,,,,,,
Solar and Sheep Grazing - Is it for Ewe?,"Does your institution have solar panels or are you thinking about installing them? Does your institution have sheep or know someone who does? If you answered 'yes' to either of these questions, then you (ewe) may be ready for a Solar-Sheep partnership. Solar panels, while certainly great at producing renewable energy, come at a cost. Installation costs aside, there are additional, longer-term costs like ground and fence maintenance and the more abstract opportunity cost of land that is now 'tied up' for a single purpose. What if we could find a way to reduce some of those costs? Enter: sheep. Why sheep? Sheep, unlike goats, are grazers, eating short plants close to the ground. They can easily graze the hard-to-reach areas underneath the panels, fertilizing as they go, reducing the need for time-consuming, costly, greenhouse gas-producing mowing. The solar panels provide shade and shelter for the sheep, and if adequate fencing is in place and water is available, often no other infrastructure is necessary. This sustainable partnership can make financial sense, practical sense, and be a great way to forge a unique community partnership while providing ample opportunities for learning and engagement. In this session, we will discuss the solar-sheep partnership at Furman University, including how it originated, key stakeholders, the hurdles we encountered along the way, the current status, and our plans for the future.",3836,,,,,,,Public Engagement,Grounds,Energy,,,,,"solar,solar panels,livestock",10/3/2018,AASHE,Poster,Laura Bain,3836,Associate Director of Sustainability Assessment,Hannah Dailey,3836,Program Coordinator, ,,, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/9170/1430_Bain_0501.pdf,,,
EAN Sustainability Index: How to Measure the Sustainability in an University Incubator?,"The implementation of sustainability at the EAN University is a process that takes more than eight years, however, being an institution whose focus is entrepreneurship, it is clearly necessary to incorporate sustainability into the process of training future entrepreneurs, but also, It requires tools to measure 'how sustainable is an enterprise'. More than 300 ideas pass annually through the EAN Impacta program (EAN university incubator program) and more than 30 new companies leave the University every year with their business models. Therefore, it was necessary to develop a tool to help measure the level of implementation of the sustainability of these new ventures, beyond the theoretical-practical content offered at different elective and nuclear courses at the academic levels. With this in mind, criteria and variables of previous research were proposed and analyzed to determine qualitative and quantitative variables that would allow the development of a quantitative index. This index allows to measure objectively and under a series of standard criteria the degree of appropriation and implementation of sustainability in the new companies, in accordance with the EAN Impacta program and the SDGs (sustainable development goals), but fully applicable and replicable in external initiatives. The validation and application of this Index was developed from the hand of the District Department of Economic Development of the city of Bogotá between 2017-2018.",5109,,,,,,,Public Engagement,Coordination & Planning,Research,"Business, Management, & Finance",,,,"entrepreneurship,business",10/3/2018,AASHE,Presentation,Jose Martinez Sepulveda,5109,Sustainability Department Director, ,,, ,,, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/8308/0830_MartinezSepulveda_0684.pdf,https://files.aievolution.com/ash1801/events/8308/1400_MartinezSepulveda_0684.pdf,,
Measuring Student Attitudes Towards Sustainable Development With a One-Semester Sustainovation,"In Fall 2017, Penn State Brandywine kicked off an initiative titled Sustainovation, emphasizing programming and community collaborations through sustainability and innovation. The campus identified three community partners to work with to assist in advancing the partner education and outreach goals. Several courses and student clubs from across the campus came together at the beginning of the semester for an initial meeting to be introduced to the United Nations Sustainable Development Goals (SDGs), to meet the community partners and to hear about the semester projects. In addition, a survey was given to the students to define their attitudes towards sustainable development before working with these partners and the projects. The validated survey from Biasutti & Frate (2017) addressed the four constructs of environment, economy, society, and education. Throughout the semester, students from across the disciplines and faculty/staff from Academic Affairs, IT, and the Library worked with adding an educational component to a local arboretum's fall festival, bringing mobile technology to an updated tree biodiversity tour at a state park, and writing essays addressing the SDGs as a curricular resource for a statewide teacher organization. At the end of the semester, the same survey was given to student participants in sustainovation projects. Aggregate data show that there is a statistically significant difference in student attitudes at the 95% confidence level (t-test).",4147,,,,,,,Public Engagement,Research,Waste,,,,,"student attitudes,community partnerships",10/3/2018,AASHE,Presentation,Laura Guertin,4147,Professor of Earth Science,Karen Theveny,4147,"Lecturer, Communications", ,,, ,,, ,,, ,,, ,,, ,,,,,,
Lifting up the UN SDG's in Pennsylvania: The Power of the Penn State Sustainable Communities Network,"The Sustainable Communities Collaborative Network at Penn State is an example of the power of working across campus boundaries to address sustainable development projects state-wide. Six campuses have worked collaboratively with each other and with community partners on a variety of projects that address many of the UN Sustainable Development Goals including SDG 2 (Zero Hunger), SDG 3 (Good Health and Well-being), SDG 6 (Clean Water and Sanitation, SDG 7 (Affordable and Clean Energy) and SDG 11 (Sustainable Cities and Communities). Monthly meetings allow the campuses to identify barriers and obstacles, brainstorm collectively, and share solutions. The network of faculty and staff among the campuses shares tools such as a Memorandum of Understanding, a Project Agreement Form, a learning assessment instrument, and funding opportunities to strengthen our work as a University and to improve the quality of the work that we do with our community partners. The network approach also allows sharing of faculty expertise across campuses so that faculty and students from one campus can work with a partner in the community of a different campus. The presenters will share lessons learned and tips for success in establishing a network and using the UN SDG's as a framework for working in communities.",4190,4147,,,,,,Public Engagement,,,,,,,"Sustainable Development Goals (SDGs),community partnerships,inter-campus collaboration",10/3/2018,AASHE,Poster,Ilona Ballreich,4190,Program Manager,Peter Boger,4190,"Assistant Director for Outreach and Engagement, Sustainability Office",Angela Fishman,4190,Associate Teaching Professor,Laura Guertin,4147,Professor of Earth Science,Karen Theveny,4147,"Lecturer, Communications", ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/10150/1430_Ballreich_0541.pdf,,,
"10,000 Makes Mini Sustainable Product Make-A-Thon","This workshop is the Design U 10 Thousand Makes Make-A-Thon but in a smaller workshop format. The 10,000 Makes Make-A-Thon is give them a pile of reused materials and a glue gun, or something similar and tell them to ideate different ways that they can take something and reuse it for something else or create something new. Design U every year puts on the 10,000 makes 24 hour make-a-thon where we bring in engineers, designers and business students to create something new. We start by giving them a how might we statement which goes along with our yearly theme. This year we chose Sustainability and Upcycling. Up until this year sustainability has not been our main focus, we haven't even thought about it. As a team we sat down and had to think about our team, we mainly wanted to think about impact and making sure that this Make-A-Thon would change how people perceive design, engineering and business. We decided to eliminate the plethora of resources and the budget to buy materials that the participants had in years past and use Thinking Sustainably is basically the same thing as design thinking because you need to brainstorm other uses to even how to get your materials to a place where they can be reused. Students and facility will get in groups of 5-9 and begin by brainstorming what they could do with the objects on their table. The objects on the table are basically found objects that will be provided from a reuse center. Next, ideas will be written down on white boards and write down as many ideas as they can for different ways to combine, subtract, add and make something new from what they have. The idea is to get quantity over quality which means the more ideas that you generate the better the ideas will get. The teams sketch every idea and briefly explain the idea to the group The idea is to use what you have to make something new that serves a purpose. The group votes on an idea and then with a few adhesives will build their final product.",32,,,,,,,Public Engagement,Waste,,,,,,"reuse,do-it-yourself,upcycling",10/3/2018,AASHE,Poster,Jessica Foor,32,Graphic Designer, ,,, ,,, ,,, ,,, ,,, ,,, ,,,,,,
Localizing UN Sustainable Development Goals in Hawaii: The Community as our Living Laboratory,"The 2018 State of Hawaii legislative session saw the introduction of bills to codify the UN SDG framework at the local level. Hawaii has a long history of sustainability, and its integrated approach to environmental, social, and economic priorities corresponds closely to the SDGs. A set of statewide 2030 sustainability goals, developed through Hawaii's Aloha+ Challenge, is a recognized place-based model to implement the SDGs and can serve as an example for other state and local governments of a cutting-edge initiative to localize the global goals. Just as the global SDGs can provide a balanced blueprint for local policy, bottom-up initiatives, such as the Aloha + Challenge, can demonstrate local community solutions to global challenges. This presentation: 1) tracks the journey of the SDG-related bills through Hawaii's 2018 legislative session; 2) considers how other subnational governments can learn from the Hawaii case to localize SDGs; and 3) examines the role of higher education, community engagement, and partnerships in promoting SDGs. In this way, the community is the living laboratory in which to study and practice sustainability.",4481,2269,,,,,,Public Engagement,,,,,,,"Sustainable Development Goals (SDGs),living labs,community engagement",10/3/2018,AASHE,Presentation,Regina Ostergaard-Klem,4481,Faculty,Joshua Cooper,2269,"Senior Fellow, University of Hawaii office of Sustainability", ,,, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/9693/1130_OstergaardKlem.pdf,,,
"What, So What, Now What: The Development of the RCE Greater Atlanta Youth Network","This session will introduce participants to the United Nations University Youth Regional Center of Expertise on Education for Sustainable Development (YRCE) Presenters will explain the purpose and elements of a YRCE as well as the development and activities of the Greater Atlanta YRCE. Participants will then be provided time to develop a personal plan for creating their own YRCE or opportunities to address goals in their local community. With only six RCEs in the U.S. there is a growing need for the development and support of these centers of expertise to reach the goals by 2030. Through this session, we hope to inspire local action and foster innovative ideas.",1109,3848,,,,,,Public Engagement,,,,,,,"youth,Regional Centres of Expertise (RCEs)",10/3/2018,AASHE,Poster,Kristina Chatfield,1109,Program and Operations Manager,Kristofer Moore,3848,Student, ,,, ,,, ,,, ,,, ,,, ,,,,,,
Taking It to the Next Level: Campus-Community Partnerships,"Engagement between campus and the local community is a strong priority for many institutions, often focused in service learning and volunteerism. But siloed approaches to service learning and volunteerism do not always address the complete needs of the community. Comprehensive course-community programs take engagement to a higher level, addressing real world challenges with the expertise of faculty, the ingenuity of students, and the perspectives from community partners. This model brings courses from across the university to focus on real-world challenges that are identified by a community partner, simultaneously providing experience to students and solutions to sustainability issues. These programs have the ability to address the United Nation's Sustainable Development Goals (SDGs) on a local and state level. In this panel representatives from multiple universities that have incorporated similar frameworks will reflect on their experience in addressing SDGs through collaborative partnerships. Penn State will share an example of a single project that brought five courses from five different colleges together to collaborate on a single project that touches on multiple SDG's including Good Health & Wellbeing (SDG 3), Clean Water & Sanitation (SDG 6) and Life on Land (SDG 15). University of Florida will share an example of multiple projects focused on a single SDG, Sustainable Cities and Communities (SDG 11).",2088,4190,,,,,,Public Engagement,,,,,,,"community partnerships,service learning",10/4/2018,AASHE,Presentation,Maya Patel,2088,Strategic Projects Manager,Ilona Ballreich,4190,Program Manager, ,,, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/10153/1445_Ballreich_0814.pptx,,,
Raising the Bar - Updated Environmental & Social Criteria for EPEAT-Registered Computers/Displays,"Product design has progressed, and EPEAT standards are progressing along with them. An update to the computer and display standard that large-scale purchasers have relied on to identify more sustainable IT products over the past 11 years is near completion. New criteria include include supplier energy efficiency; full material disclosure; labor and human rights; occupational health and safety, F-GHG emissions; reporting on suppliers; CSR practices, raw materials extraction; and conflict mineral reporting. Products that meet the new standard, with elevated sustainability and social criteria, will begin to appear on the EPEAT Registry in November of this year. This session will guide those who currently require use of EPEAT for purchase of computer and display products on how to best address the transition to the new standard, including revisiting current EPEAT specified language in contracts, and a review of the status of EPEAT products currently being purchased. Those who are not yet evaluating their IT products for sustainability will leave the session with easy-to-use tools for aligning electronic procurement with their overall sustainability goals. Attendees will learn about the elevated impact areas addressed by EPEAT, and how to maximize use of the EPEAT label and benefit evaluation tools to advance their school's sustainability initiatives.",5179,,,,,,,Purchasing,Energy,,,,Information Technology,,"EPEAT,electronics",10/4/2018,AASHE,Presentation,Andrea Desimone,5179,Purchaser Relationship Manager, ,,, ,,, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/10483/1400_Desimone_0508.pptx,,,
Lessons from Year 1 of Turning the Page on Campus Paper Use,"Join this session to learn about the experiences of the initial cohort and AASHE's Turning the Page on Campus Paper Use program. Organized in partnership with behavior change specialists at Root Solutions, this program provided training and support to help a cohort of about a dozen campuses design and implement behavior change campaigns intended to reduce campus paper use. You'll hear how several participating campuses applied the knowledge gained through the program on their campuses, their tips and advice for other campuses hoping to reduce paper use, and get an overview of next steps for the program.",8623,1122,,,,,,Purchasing,Campus Engagement,Waste,,,,,"paper use,paper reduction,behavior change",10/3/2018,AASHE,Presentation,Nya Van Leuvan,8623,Executive Director,Lauren Highleyman,8623,Project Manager,"Elaine Jane Cole, PhD",1122,Sustainability Coordinator, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/10176/0915_Highleyman_1002_183711.pdf,https://files.aievolution.com/ash1801/events/10176/0915_Highleyman.pdf,,
Data-Driven Planning for Campus Materials Management - From Inputs Through Outputs,"While the higher education sustainability field is grappling with materials management challenges, from procurement through waste operations, there are limited tools and processes for data-driven planning. University campuses yield the purchasing power and environmental impact of small cities. We import nearly all materials needed to sustain residential populations and fuel research activities, driving demand for thousands of products from global supply chains. Our campuses also export nearly all waste generated, relying on processing systems driven by available infrastructure and global markets. Fulfillment of our educational and research missions and achievement of positive contributions requires material consumption; however, there are also impacts of material consumption that lack alignment with higher education's values, posing reputational risks to our institutions. In order to grow a more sustainable approach at MIT, we've formed a faculty/researcher/student/operations partnership to understand material flows--grounded in urban metabolism-- impacts and opportunities. By establishing a baseline campus materials flow analysis, MIT aims to use data-driven planning to leverage MIT's purchasing power-of both procurement activities and waste management-in order to drive impacts that reflect MIT values while mitigating risks.",2697,,,,,,,Purchasing,Coordination & Planning,Waste,,,Purchasing/Procurement,,materials management,10/4/2018,AASHE,Presentation,Brian Goldberg,2697,Sustainability Staff,Rachel Perlman,2697,Graduate Student, ,,, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/8273/0915_Goldberg_0659.pptx,,,
Sustainable Procurement: Strengthening the Voice of Sustainability When Partnering With Procurement,Strengthening relations between sustainability and procurement is key to making far reaching impact university wide. NYU's Office of Sustainability has been working closely with the university's procurement department to develop strategies to address multiple areas they are responsible for including service contracts. This session will discuss how to get started tackling the green procurement puzzle and the challenges and opportunities that may arise.,2138,,,,,,,Purchasing,,,,,Purchasing/Procurement,,"on-campus collaboration,green purchasing",10/3/2018,AASHE,Presentation,Dianne Anderson,2138,Director of Sustainability,Bonny Urban,2138,Category Lead, ,,, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/8450/1045_Anderson_0838.pdf,,,
Internal Carbon Tax: Methods and Results from the First Rigorous Willingness-to-Pay Study,"Internal carbon fees raise awareness, incentivize behavior changes, and create revenue streams to reduce emissions. While there are a substantial number of internal carbon pricing programs in the private sector, these programs are still very rare in universities. There appears to be no published academic research, as yet, that explores the systematic determinants of individuals' willingness to incur the costs of internal carbon pricing programs of different types. Using realistic policy choice scenarios and best practices from so-called 'stated preference' research the University of Oregon research team assessed the strength of demand for several types of internal carbon pricing programs. We established price points constituents are willing-to-pay in exchange for emissions reductions. Since the costs and benefits are unlikely to be uniformly distributed (there will be 'winners' and 'losers') the project also investigates how they are valued by different campus stakeholders. This research is guided by Dr. Trudy Cameron, a noted environmental economist and expert in the design of stated preference surveys.",3746,,,,,,,Research,Air & Climate,Investment & Finance,,,,,carbon pricing,10/4/2018,AASHE,Presentation,Steve Mital,3746,Director of Sustainability,Ryan Walch,3746,Ph.D. Candidate, ,,, ,,, ,,, ,,, ,,, ,,,,,,
6th AASHE Workshop on Research for Sustainability: Investigating Sustainable Urban Systems,"In response to global urbanization trends, the National Science Foundation recently released 'Sustainable Urban Systems: Articulating a Long-Term Convergence Research Agenda', to formulate research strategies addressing urbanization issues and their solutions. We will explore the research agenda articulated in this report. Invited speakers will describe significant research needs to better understand urban systems within a systems dynamics framework. You will learn about current and future trends in global urbanization and opportunities to engage in collaborative research toward redesigning urban systems for improved sustainability. Topics to be discussed include: tension between the urban-rural dichotomy, urban poverty, urban transportation systems, urban food systems, urban natural resource allocations, and urban redevelopment toward more sustainable designs. You will also engage in break-out discussions with experts to develop deep understanding of the levers of change leading to new concepts of urban systems and specific research needs aimed at creating more sustainable urban systems. You will leave the workshop with greater appreciation and understanding of the transformative factors in urban systems - what is right about them, what is wrong about them, and how they may evolve towards the establishment of ideal sustainable urban systems.",4466,,,,,,,Research,,,"Urban, Community & Regional Planning",,,,urban focus,10/2/2018,AASHE,Presentation,Stephen Boss,4466,Professor Environmental Dynamics & Sustainability,Tahar Messadi,4466,21st Century FJSOA+D Chair of Sustainability, ,,, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/AASHERESEARCHCOLLOQUIUM2018_0926_220605.pdf,https://files.aievolution.com/ash1801/events/7825/0830_Messadi_0234.pdf,https://files.aievolution.com/ash1801/events/7825/0830_Messadi_0234.pptx,
