Event ID,Presentation_Title,Description,Org_1,Org_1_id,Org_2,Org_2_id,Org_3,Org_3_id,Org_4,Org_4_id,Org_5,Org_5_id,Org_6,Org_6_id,Topic_1,Topic_2,Topic_3,Academic_Discipline_1,Office_Dept_1,Office_Dept_2,Tags,Presentation_Date,Conference_Name,Presentation_Type,Author1_Name,Position/Title _1,Author_Org_1,Author_Org_1_id,Author2_Name,Position/Title _2,Author_Org_2,Author_Org_2_id,Author3_Name,Position/Title _3,Author_Org_3,Author_Org_3_id,Author4_Name,Position/Title _4,Author_Org_4,Author_Org_4_id,Author5_Name,Position/Title _5,Author_Org_5,Author_Org_5_id,Author6_Name,Position/Title _6,Author_Org_6,Author_Org_6_id,Author7_Name,Position/Title _7,Author_Org_7,Author_Org_7_id,Author8_Name,Position/Title _8,Author_Org_8,Author_Org_8_id,File1_Title,File1_URL,File2_Title,File2_URL,File3_Title,File3_URL,File4_Title,File4_URL
2509,Driving Zero Waste Programming with Data in Dorms and Dining at Stanford,"Stanford is on the path to zero waste by 2030. Stanford's Residential & Dining Enterprises represents one-third of the campus where over 12,000 students live and eat. In this workshop we will share best practices in using data to drive zero waste programming that reduces waste, drives diversion and educates students to be conscious of their waste production for the rest of their lives. Residences: Upgrades in interior and exterior infrastructure over the last three years has resulted in a 20% reduction in serviced landfill capacity. Data collected on every pick up along with behavior change research has provided useful insights to where programs are working successfully and where opportunities exist to improve diversion. All students have access to 5 stream collection, including composting - from their kitchens and bathroom paper towels at over 300 buildings and 150 enclosures. Give and Go: Year round students have access to donation stations where clothes, shoes, small appliances, packaged food and other goods can be given to those in need. In 2018 over 40 tons of material was donated. Dining Hall Waste Measurement and Reduction: Stanford Dining has used a waste tracking platform to reduce food waste by 24% since implementation. Dining Hall Food Rescue: What cannot be reduced is either donated through a first of its kind refrigerated food truck that brings food directly into neighboring communities, such as local schools, to redistribute the food. Animal Feed: Post-consumer waste from the dining halls is processed by Stanford's waste hauler into animal feed which is a higher use on the EPA's Food Recovery Hierarchy. Student Learning and Engagement: Students are incorporated into all aspects of Stanford's waste reduction efforts. A group of 40 student interns helps with a variety of activities including auditing waste streams, observing student behaviors, developing animated videos to teach students how to sort the most confusing items and weighing and packaging.",Stanford University,4127,,,,,,,,,,,Waste,Campus Engagement,,,Dining Services,Housing & Residence Life,"zero waste,data,residence halls,campus dining",10/29/2019,AASHE,Presentation,Kristin Parineh,"Manager, R&DE Sustainability and Utility Programs",Stanford University,4127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0830_Parineh_1333.pdf,https://files.aievolution.com/ash1901/events/18277/0830_Parineh_1333.pdf,,,,,,
2232,Game Changer: How Recyclemania Caused Lasting Change in Facilities,"Participation in Recyclemania, a yearly recycling competition between campuses, has become fairly standard in the world of higher education sustainability efforts. While the competition itself is great for awareness building, especially remarkable are examples of lasting change that result from the friendly competition. This presentation will detail how ideas for 2019 Recyclemania games at the University of Houston identified major gaps in university recycling infrastructure. Whats more, these highlighted gaps further spurred action in facilities, student government, and even university sponsors to assure lasting fixes to these problems.",University of Houston,2287,,,,,,,,,,,Waste,Campus Engagement,,,,,"RecycleMania,recycling",10/28/2019,AASHE,Poster,Gabriel Durham,Sustainability Coordinator,University of Houston,2287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,Piloting a Pay-As-You-Throw Program at an Institution of Higher Education,"In January 2019, Yale University launched a Pay As You Throw (PAYT) pilot program, the first of its kind at an institution of higher education within the United States. PAYT is a materials management model where entities (typically homeowners) are charged for the amount of trash that they throw away, much like they are charged for other usage-based utilities such as electricity. By charging for garbage sent to the landfill or incinerator but lower to no charge for recycling and composting, this model has been shown to encourage more environmentally-sustainable waste habits. The Yale Sustainability Plan 2025 includes a goal is to create, pilot, and assess a PAYT system at Yale by January 2022. The steps for exploring the feasibility of PAYT at Yale include three phases of work: the formation of a task force, development of a strategy, and implementation and assessment of a pilot program. Goals from the pilot include reducing waste and increasing recycling by incentivizing participants to consider ways of generating less trash. It aims to transform the Yale community into conscious consumers by providing detailed information about disposal patterns. A successful PAYT program would result in decreased use of natural resources as well as reductions in greenhouse gas emissions and other air pollutants. It is also an opportunity for academic research and collaboration between faculty, students, and operational staff. This session will describe each phase of the pilot program, from development to implementation to preliminary findings. Particular attention will be paid to the process of developing the pilot-including research, how this program was tailored for a university (and therefore differs from the standard municipal approach), data analysis, stakeholder engagement, and a communications plan. The session will include lessons learned so that other institutions can determine whether and how they might want to implement a similar program.",Yale University,3678,,,,,,,,,,,Waste,Campus Engagement,,,,,"recycling,waste reduction,incentives",10/28/2019,AASHE,Presentation,Lindsay Crum,Metrics & Program Manager,Yale University,3678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400_Crum_1161.pdf,https://files.aievolution.com/ash1901/events/16026/1400_Crum_1161.pdf,,,,,,
2054,Planning for Zero Waste and Beyond,"Zero waste has been the ultimate goal for many campus recycling and sustainability departments for the last two decades. Stanford has made great strides towards this target, increasing its landfill diversion rate from 30% in 1994 to over 64% in 2016, has developed a Zero Waste Plan to achieve its 90% diversion goal by 2030 while incorporating circular economy thinking: maximizing green procurement, prioritizing source reduction and reuse, and optimizing recycling, composting and material recovery programs. Stanford has developed a model incorporating the above strategies, and peer reviews also reveal that a sizable opportunity for cost savings from efficiency improvements is possible once the implementation course shifts to zero waste programming. 2,000 miles away, Indiana University has been making similar strides towards its diversion goals, and is in the process of developing an actionable, data-driven plan to reduce waste generation and increase diversion in spite of unique regional processing and infrastructure challenges. For this panel, Stanford and Indiana University along with their industry partner Cascadia Consulting will discuss the zero waste planning process and share case studies highlighting waste reduction and diversion successes. The content will focus on engaging stakeholders from diverse departments to develop holistic, impactful strategies within the following focus areas: 1) REDUCE waste by working with procurement departments and dining teams to develop enforceable purchasing policies and practices that prioritize waste minimization and recoverability. 2) REUSE existing material through comprehensive surplus collection and resale programs. 3) RECYCLE and COMPOST efficiently and with low contamination rates by collaborating with local haulers and campus planners, and developing engaging and effective outreach and education campaigns for the broader campus community.",Stanford University,4127,Indiana University Bloomington,6354,"Cascadia Consulting Group, Inc.",6326,,,,,,,Waste,Coordination & Planning,,,,,"zero waste,planning,recycling,reuse",10/29/2019,AASHE,Presentation,Fahmida Bangert,"Director, Sustainability and Business Services (former AASHE chair)",Stanford University,4127,Makayla Bonney,Sustainability Staff,Indiana University Bloomington,6354,Stefan Moedritzer,Senior Associate,"Cascadia Consulting Group, Inc.",6326,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,A Proven Upstream Funding Model for Waste Management from the University of Kentucky,"The University of Kentucky funds several of its materials management programs by charging all university accounts a disposal fee each time they purchase materials and supplies. This system has been in place for 25 years and has evolved as the materials management needs of the campus have grown. In this session, attendees will learn how this surcharge was established, how it is managed and adjusted, and how it is used to promote landfill diversion and safe disposal of a wide variety of waste streams. If you are looking for innovative ways of funding waste disposal, don't miss this session. Background: In 1994 the University of Kentucky established an 'Environmental Surcharge' that is imposed on the purchase of a broad range of materials, supplies, and capital equipment at the time of acquisition to cover the costs associated with the disposal of hazardous and radioactive material. Disposal costs for these materials had increased exponentially in the previous decade prompting University officials to develop a stable and fair funding mechanism. In 1997, the University expanded the scope of programs covered by the fee to include recycling. More recently, the structure of the surcharge was adapted to include funding for the University's Surplus Property Program. The fee is not currently used to cover the waste hauling contract for landfill-bound materials. In 2017-2018, the Environmental Surcharge generated $6,001,019.89 million. 65% ($3,899,602.14) of this was earmarked to Environmental Health and Safety to cover disposal of hazardous materials, lab inspections and biological safety. 24% ($1,421,467.88) was earmarked to the Recycling Program to cover equipment purchases, personnel costs, service contracts, and more. The remaining 11% ($669,102.14) was earmarked for Surplus Property to cover costs associated with the collection, organization, and sale and/or disposal of all surplus property.",University of Kentucky,1600,,,,,,,,,,,Waste,Coordination & Planning,Investment & Finance,,Facilities Management,Finance & Administration,"waste management,funding,waste diversion,materials management",10/28/2019,AASHE,Presentation,Shane Tedder,Sustainability Officer,University of Kentucky,1600,Rachel Eldridge,"Business Officer, Environmental Health and Safety",University of Kentucky,1600,,,,,,,,,,,,,,,,,,,,,,,,,1445_Tedder_1202.pdf,https://files.aievolution.com/ash1901/events/16060/1445_Tedder_1202.pdf,,,,,,
2103,Zero Waste,"This is a meetup for all students, staff, companies, and professionals that are working on campus Zero Waste efforts. Whether you're helping your campus achieve Zero Waste goals, or focusing on the development or expansion of a specific program (composting, reuse initiatives, expanded recycling, banning disposable plastic, etc). Let's come together to share ideas, resources, best-practices, etc. This meetup will be hosted by the staff of the Post-Landfill Action Network - a nonprofit network of over 250 campuses across the country working towards Zero Waste. Our mission is that PLAN cultivates, educates and inspires the Zero Waste movement. We inform students and staff about the waste crisis and equip them with the necessary skills and resources to implement Zero Waste solutions in their campus communities. PLAN empowers our generation to be change makers.",Post-Landfill Action Network,6582,,,,,,,,,,,Waste,Public Engagement,,,,,"zero waste,networking",10/28/2019,AASHE,Presentation,Kayla Conway,Atlas Zero Waste Strategist,Post-Landfill Action Network,6582,Alex Freid,Founder and Co-Director,Post-Landfill Action Network,6582,Yu-Shien Ni,Atlas Zero Waste Strategist,Post-Landfill Action Network,6582,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,Pursuing Zero Waste Goals Through Student-Led Projects,"Implementing a closed loop waste processing system at University of California, Berkeley is of high priority to achieving the campus' and the larger UC system's goal of reaching Zero Waste by 2020. One aspect of this system is processing literal tons of organic waste - which is no easy feat! The Vermicomposting team at UC Berkeley has been working since Spring 2017 to bring a large scale worm bin to campus to help process organic waste. Our project is funded by a The Green Initiative Fund (TGIF) grant, and provides students experience in environmental project management. This presentation will discuss the challenges of implementing student-led sustainability projects within the bureaucracy of a university and the lessons learned from the process. The Vermicomposting Project is under the umbrella of the on-campus Student Environmental Resource Center (SERC). In order to advance responsible consumption and production on the UC Berkeley campus, the project aims to close the loop between on-campus dining hall food waste and the surrounding edible landscape and campus gardens. With community support, we hope to establish an outreach program to teach local elementary schools about the value of composting. This project has been in the works for two years and has faced some roadblocks along the way. Stakeholders in our project include the housing facility managers, residential dining hall, and an environmentally themed residential community. In collaborating with various departments, we have learned to balance different interests of stakeholders and developed an integrative program. As a student-led project, we have and will face challenges with institutionalizing the program.","University of California, Berkeley",4473,,,,,,,,,,,Waste,Campus Engagement,,,,,"zero waste,compost,vermiculture,student engagement,closed loop",10/27/2019,AASHE,Presentation,Courtney McGuire,"Undergraduate Student, Project Supervisor","University of California, Berkeley",4473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,Social Sustainability at NAU: Implementing Menstrual Cups on Campus,"This presentation describes an initiative carried out in Spring of 2019 at Northern Arizona University (NAU) that made free menstrual cups available to the NAU student body. The NAU Green Fund partnered with the NAU Health Promotion Office and Dot International to purchase and distribute menstrual cups as part of a sustainability and women's health campaign on campus. This is a unique proposal because, while a few universities have invested in free feminine hygiene products, very few have made menstrual cups free and available to students. This is a groundbreaking project that can be easily replicated in universities across the country that advocates for environmental and social sustainability. Using a menstrual cup is a waste-free alternative, so providing them to an entire student population promotes environmental sustainability. An individual uses about 9,000 disposable pads/tampons in a lifetime, so if every student switched to a reusable menstrual cup, this would significantly reduce plastic waste! This proposal also incorporates social sustainability in its emphasis on women's health issues and the importance of promoting healthy discourse around women's health and menstruation. Overall, this is an exciting project that takes a holistic view towards sustainability and improving the lives of menstruating individuals.",Northern Arizona University,0567,,,,,,,,,,,Waste,Diversity & Affordability,,,,,"waste reduction,women,hygiene products",10/29/2019,AASHE,Presentation,Bryce Thayer,"Public Relations Specialist, NAU Green Fund",Northern Arizona University,0567,Owen Murphy,Green Fund Treasurer,Northern Arizona University,0567,,,,,,,,,,,,,,,,,,,,,,,,,1400_Thayer_1244.pptx,https://files.aievolution.com/ash1901/events/16111/1400_Thayer_1244.pptx,,,,,,
1950,"Fighting Irish, Fighting Food Waste: Converting Food Waste into Energy at Notre Dame","Nearly 40% of all food in the United States goes uneaten, and 95% of all wasted food winds up in the landfill. At Notre Dame, food and hospitality is a tremendous part of campus culture. Our University has numerous initiatives aligned with EPA's food waste hierarchy (e.g. food rescue, food reuse, feeding the hungry, feeding animals), but recognized that our remaining food waste at our two dining halls and catering unit amounted to 10% of our overall campus waste stream. Numerous student-led projects identified the need for a food waste solution. Thanks in part to the research of a sustainability intern, as well as building off prior student food waste research projects, the University made a capital investment in a food waste solution that pairs the Grind2Energy technology with a local anaerobic digester. The University invested in three systems and will divert from the landfill approximately 400 tons of non-consumable food waste a year. This is how the technology works: Food waste is collected in brightly colored bins that have messaging 'food waste into energy' and brought to a centralized grind table where it is macerated through a commercial grinder and piped to a 5,000 gallon tank. Every couple of weeks the food waste is serviced by a septic hauler and trucked to a nearby dairy farm where it is added to anaerobic digester operation. The digester converts the food waste along with dairy-waste into methane through cogeneration. The electricity created heats the dairy farm and is also sold back to the grid. This session will present a case example and explain the technology used, training of staff, and results to date. The session will also spend time providing our evaluation criteria for investing in this technology compared to alternative approaches (e.g. composting, biobins) and will encourage audience participation in sharing food waste reduction initiatives on their respective campuses.",University of Notre Dame,3704,,,,,,,,,,,Waste,Energy,Food & Dining,,,,"food waste,biodigesters",10/29/2019,AASHE,Presentation,Allison Mihalich,"Senior Program Director, Sustainablity",University of Notre Dame,3704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0830_Mihalich_1646.pptx,https://files.aievolution.com/ash1901/events/16258/0830_Mihalich_1646.pptx,,,,,,
2321,Closing the Loop: Connecting Education and Operations with a Food Waste Dehydrator Project,"In October 2018, in order to meet our sustainability goals and provide relevant connections to coursework in several of our program areas, Western Technical College student government and the facilities department partnered to purchase and deploy a pre-consumer food waste dehydrator in our main kitchen. Thus far, the project has kept four tons of food waste out of the landfill by turning it into one ton of biomass. Students amend the biomass into a usable growing medium in which to grow the micro-greens that are served in our campus restaurant salad bar. Moreover, we anticipate savings in waste hauling and the purchase of soil and potential savings in landscaping costs. The food dehydrator project engages students in our culinary arts program, our horticulture education program, in addition to a local not-for-profit organization and demonstrates to our students and community the benefits of closing one food production/consumption loop. This project is still young and very much a work in progress. Learn about the promises and pitfalls we've encountered and walk away with ideas about how to encourage sustainability work on campus at the nexus of academics, facilities and community.",Western Technical College,1960,,,,,,,,,,,Waste,Food & Dining,Campus Engagement,,Facilities Management,,"food waste,biomass,closed loop",10/29/2019,AASHE,Poster,Casey Meehan,Sustainability Manager,Western Technical College,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100_Meehan_1282.pdf,https://files.aievolution.com/ash1901/events/17380/1100_Meehan_1282.pdf,,,,,,
2032,Don't Let it Go to Waste: Three Scrappy Strategies for Managing Food Waste and Organics in Kentucky,"Food waste is all too often seen as nothing more than 'trash.' Yet capturing food waste for positive transformation can and should be a key component of campus sustainability efforts. Food waste recovery can connect student service to efforts to address food insecurity. Composting enables universities to divert organics from the landfill, avoiding climate-disrupting methane production and offers the opportunity to improve soil health on campus grounds. All aspects of food waste reduction and recovery can benefit students, staff and faculty through education, service, and research opportunities. Kentucky is not an easy market for organics diversion. Landfill tipping fees are low, there are limited municipal options available, and private sector markets for food waste are all but nonexistent. In this environment, Western Kentucky University, the University of Louisville and the University of Kentucky all have experience with organics diversion efforts that failed. Despite those setbacks and the difficult market, all three Universities have been able to establish successful composting and food waste management programs. Each campus has taken a unique approach, leading to three distinct models that utilize different composting methods, financial mechanisms, labor sources, local partnerships, and hauling/site selection. Two key factors unite all three models: the goal of reducing/recovering food waste and using the campus as a living lab. In this session, each university will highlight its programs and describe how they are structured, funded, and managed. We will also discuss the failures, challenges, and successes that we each experienced along the way.",University of Kentucky,1600,Western Kentucky University,1816,University of Louisville,1647,Aramark Higher Education,3691,,,,,Waste,Food & Dining,Grounds,,,,"compost,food waste",10/29/2019,AASHE,Presentation,Shane Tedder,Sustainability Officer,University of Kentucky,1600,Elizabeth Gafford,Coordinator of Resource Conservation,Western Kentucky University,1816,Justin Mog,Assistant to the Provost for Sustainability Initiatives,University of Louisville,1647,Ellen Trahan,Sustainability Coordinator,Aramark Higher Education,3691,Carolyn Gahn,Sustainability Manager,Aramark Higher Education,3691,Brian Barnes,EcoReps Director,University of Louisville,1647,,,,,,,,,0915_Barnes_1588.pdf,https://files.aievolution.com/ash1901/events/16559/0915_Barnes_1588.pdf,0915_Gafford_1588.pptx,https://files.aievolution.com/ash1901/events/16554/0915_Gafford_1588.pptx,0915_Mog_1588.pptx,https://files.aievolution.com/ash1901/events/16556/0915_Mog_1588.pptx,0915_Tedder_1588.pdf,https://files.aievolution.com/ash1901/events/16553/0915_Tedder_1588.pdf
2465,University of Kentucky Organic Waste Composting Pilot Project: Growing Sustainability Partnerships,"In 2019, the University of Kentucky (UK) College of Agriculture, Food and Environment, UK Dining, Aramark, UK Physical Plant (Waste, Recycling, & Grounds), and UK Sustainability began a strategic partnership to compost campus green and food wastes. The compost product is utilized as a land-applied soil amendment to meet crop nutrient demand and build soil health, based on soil samples taken as a part of the UK farms' nutrient management plans. We are also using the finished compost product as an alternative campus landscaping material. This pilot project will be used to evaluate the economics, logistics, scaling, and the operational plan for a composting operation designed to address a greater portion of the campus green and food waste streams. The composting management team will develop guidance regarding facilities, equipment needs, personnel procedures, and specific logistics considerations synthesized from the observations, results, and a benefit-cost analysis of this project. Key outcomes of this project include: 1) Total landfilled waste reduction. 2) Determination of program labor, equipment, facilities, and maintenance requirements. 3) Evaluation of potential logistical/process efficiency improvements. 4) Beneficial reuse of a value-added compost product 5) Reduction of landscaping/fertilizer costs. This project will also be leveraged to engage UK and surrounding community members on food system sustainability topics through food-waste/composting education and outreach programming. Education and outreach programming will focus on raising participants' awareness of the impact of their consumption decisions on food waste generation and landfill diversion. We hope to be able to expand this pilot project to additional campus locations over the next several years.",University of Kentucky,1600,,,,,,,,,,,Waste,Food & Dining,Grounds,,Dining Services,,"compost,food waste,soils,waste reduction",10/28/2019,AASHE,Poster,Lee Moser,Agriculture Extension Associate Senior,University of Kentucky,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530_Moser_1859.pdf,https://files.aievolution.com/ash1901/events/18079/1530_Moser_1859.pdf,,,,,,
2429,Clean Plates at State-Raising Food Waste Awareness in Residential Halls at Michigan State University,"Clean Plates at State is a food waste audit conducted in all nine residential dining halls on Michigan State University's campus. This program helps to put environmental sustainability into perspective for campus diners, encouraging them to take simple steps to avoid wasting food. The main goal is to determine the amount of post-consumer food waste at MSU dining halls and analyze its implications for culinary services. Through our partnerships with academics, this program enhances the student experience by expanding their opportunity to learn and increase their enrichment of community, economic, and sustainable living. Our method starts with weighing three samples of each type of dish used in every dining hall. This weight provides the tare for our scales, so the weight of the plate does not factor into the weight of the food waste. These numbers are recorded into the registers and then are plugged into the scales. We conduct the audit during two different time periods, lunch 11:30am-1:30pm and dinner 5:00pm-7:00pm at each dining hall. Data collected during these shifts include total number of patrons who ate at the dining hall, number of patrons with food waste, number of zero waste patrons, total pounds of food wasted, average food wasted per person in pounds and in ounces. To count the number of 'Clean Plates' or waste free plates, a volunteer would hold a clicker and use it to count the number of zero waste plates we saw during the measurement period. Waste free is defined as all edible food is eaten; therefore, bones, peels, and other inedible pieces did not count against the patron. Clean Plates at State has been carried out every fall semester since 2012. Success can be determined when comparing averages from the first audit to the ninth, in 2012 the average ounces wasted per patron was 3.88 and in 2018 it was 3.16. These numbers are used to encourage staff and students to be mindful of their waste and how they can personally help environmental concerns.",Michigan State University,0439,,,,,,,,,,,Waste,Food & Dining,,,Dining Services,,"waste audits,food waste,campus dining,on-campus collaboration",10/28/2019,AASHE,Poster,Carla Iansiti,RHS Sustainability Officer,Michigan State University,0439,Emma Bellini,"Student Assistant, RHS Sustainability",Michigan State University,0439,,,,,,,,,,,,,,,,,,,,,,,,,1530_Bellini_1853.pdf,https://files.aievolution.com/ash1901/events/17798/1530_Bellini_1853.pdf,,,,,,
2359,Raising Food Waste Awareness in Residential Halls - Michigan State University,"A large factor in creating a more sustainable economy will come from changes in human behavior with an effort to live more sustainability. Part of this change will be individuals minimizing waste. Michigan State University has introduced awareness efforts through several programs and initiatives, specifically the Clean Plates at State food waste audit program. This program helps raise awareness about food waste affecting the environment as well as provides the university with data about post-consumer food waste behavior throughout campus. Through our partnerships with academics, this program enhances the student experience by expanding their opportunity to learn and increase their enrichment of community, economic, and sustainable living. This session will discuss the logistics of making this grassroots, primarily student managed program successful and how other universities can bring something similar to their institution. Clean Plates at State began in 2012 to encourage students to be mindful of their waste while eating in the campus dining halls and continues today due to the positive responses the programs receive each year. The program consists of two audits per dining hall, one during a lunch portion and one during a dinner portion. Sustainability staff and student volunteers measure customer food waste using an electronic scale that records a per pound waste factor for data purposes. Once the program has conducted audits at each dining hall, staff then begin the process of accumulating data for the final report. In Fall 2018 there were approximately 516,800 pounds of food wasted just during our audit, which is equivalent to 3.16 ounces per customer in one day. Once completed, this data is provided to university staff and students to show the impact of food waste. Data is also converted to show staff how much money is being lost based on food wasted. These numbers are used to encourage staff and students to be mindful of their waste and how they can help. ",Michigan State University,0439,,,,,,,,,,,Waste,Food & Dining,,,Dining Services,,"food waste,waste reduction,waste audits",10/29/2019,AASHE,Poster,Carla Iansiti,RHS Sustainability Officer,Michigan State University,0439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2274,Weigh the Waste: Assessing Food Waste at Winthrop University,"Food waste makes up nearly half of all municipal solid waste produced in the United States. EPA estimates that 40% of all food produced for human consumption is wasted. The question is how much post-consumer food is sent to the landfill from Winthrop University? The Office of Sustainability has completed seven Weigh the Waste events in Thomson Cafeteria where we weigh post-consumer food waste for a single day. This poster will report the findings of each of those events, illustrate the environmental impacts of food waste, and will offer methods for reducing our food waste.",Winthrop University,0144,,,,,,,,,,,Waste,Food & Dining,,,,,"food waste,waste audits",10/28/2019,AASHE,Poster,Christopher Johnson,Sustainability Coordinator,Winthrop University,0144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530_Johnson_1556.pdf,https://files.aievolution.com/ash1901/events/17252/1530_Johnson_1556.pdf,,,,,,
2489,Outdoor Waste Receptacle Removal: A Creative Approach to Waste Management,"Institutions across the country have found success in strategically phasing out outdoor waste receptacles and focusing their waste efforts on the management of indoor waste streams. Though perhaps counterintuitive to outdoor waste and diversion goals, removing outdoor bins can decrease ground litter, decrease staff time in litter cleanup, and gives more control of the movement of waste on a campus. This presentation will highlight the methodologies and successes of two large Midwestern universities, Indiana University and Indiana University Purdue University Indianapolis (IUPUI), in their efforts to remove outdoor waste receptacles. The results of this approach from two public institutions, one a large suburban campus (IU), the other mid-size and urban, suggests that this method has the potential to be successful at a wide spectrum of institutions. The presentation will highlight the waste and landscape goals of both institutions, pilot phase methodologies, and results. Bin audit methodology, campus bin mapping, and stakeholder interview formats will be shared. Over the course of one academic year, the removal and strategic replacement of outdoor waste receptacles has allowed for the campus grounds crew to be rerouted to other tasks and has not shown any large increase in litter accumulation. This study analyzes a creative approach to managing outdoor waste collection and labor resources at a large academic institution.",Indiana University Bloomington,6354,,,,,,,,,,,Waste,Grounds,,,Facilities Management,,"waste management,bins & receptacles,waste reduction",10/28/2019,AASHE,Poster,Landon New,Undergraduate Student,Indiana University Bloomington,6354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530_New_1900.pdf,https://files.aievolution.com/ash1901/events/18195/1530_New_1900.pdf,,,,,,
2201,MOVING to Zero Waste: Diverting from Res Hall Move-Out Using Community Resources and Partnerships,"Residence halls across the United States struggle with the amount of waste that is left behind by students when they leave for the summer, particularly at large, midwestern research institutions. Come see how Ohio State has addressed the challenge by integrating the passion of its students, the work of its staff, the commitment by university administration, and creating strategic partnerships with Goodwill Columbus.",The Ohio State University,2335,,,,,,,,,,,Waste,Public Engagement,,,Housing & Residence Life,,"residence halls,zero waste,move-out",10/29/2019,AASHE,Poster,Tom Reeves,Director--Energy Management & Sustainability,The Ohio State University,2335,Tony Gillund,Sustainability Staff,The Ohio State University,2335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2297,Worm Poop Creates Sustainable Economy!,"After almost fifteen years of trying to turn worm poop into sustainable community and economy, the good news is that this is possible. It's a good deal of work, though, since worms should be managed like livestock. Worms can contribute to the building of community gardens, education programs, work-release programs, guerrilla gardening, and urban renewal. Worms can be managed by otherwise vulnerable populations to create the backbone of a sustainable economy that is equitable, rich in carbon-negative activity, a producer of powerful foods, and a developer of nurturing relationships. Attendees will learn to create small, scalable vermiculture habitats, and they will receive both worm poop and red wiggler worms as part of attending (these may be donated to a local garden.) Relationship building and leadership functions within worm-centric social and economic structures will also be explored through metaphor and practical examples. Attendees will learn to care for the worms like livestock, and they will see many examples of the various ways red wigglers can be at the foundation of several different kinds of sustainable economy.",University of Louisville,1647,,,,,,,,,,,Waste,Grounds,,,,,"vermiculture,compost",10/28/2019,AASHE,Poster,Brian Barnes,EcoReps Director,University of Louisville,1647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2264,Our Community Composting Project,"The University of Louisville Community Composting Project has been creating compost with and for the community for the past ten years. Sourcing our organic material from local coffee shops, restaurants, and community members, we have turned more than 350 tons of food waste into compost and vermicompost during this time. In return, anyone from the community can take this compost for personal or communal use. This cycle of giving and receiving between the community and university has created a closed loop of waste, benefiting members of each group, as well as bringing them together under common goals and interests. Though there is little monetary exchange within this system, the basis of a healthy economy is ever present. Our composting operation facilitates a regular exchange of goods, services, and, most importantly, ideas between the citizens/businesses of Louisville and the faculty, staff, and students of the university. Members of all groups volunteer organic material and labor to the project each week, during which these individuals interact with each other, imparting knowledge, ideas, and opportunities to each other. The nutrient-rich soil that this process produces is used in personal and community gardens all over the city to then produce fruits and vegetables for others, the waste of which will potentially return to one of our compost heaps. The equitable model for composting that we strive to implement is one in which many members of different groups have come together for the benefit of themselves and the rest of the city. This project has created an alternative economic system based on communication, collaboration, and cooperation that serves to benefit the health and welfare of our community and university members, as well as the overarching social, environmental, and economic conditions we all function within. This is a design and practice that all universities across the nation could use to improve their institutions and surrounding communities.",University of Louisville,1647,,,,,,,,,,,Waste,Public Engagement,,,,,"compost,food waste,closed loop,collaboration,community engagement",10/28/2019,AASHE,Poster,Joshua Cagle,Composting Intern,University of Louisville,1647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
